;MSCI WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;FTSE 100 - DIVIDEND YIELD;FTSE 100 - PER;FTSE 100 - PRICE INDEX;STOXX EUROPE 600 E - DIVIDEND YIELD;STOXX EUROPE 600 E - PER;STOXX EUROPE 600 E - PRICE INDEX;NASDAQ COMPOSITE - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;DAX PERFORMANCE - PRICE INDEX;S&P SMALLCAP 600 VALUE - PRICE INDEX;HANG SENG - DIVIDEND YIELD;HANG SENG - PER;HANG SENG - PRICE INDEX;S&P 500 VALUE - PRICE INDEX;S&P 500 GROWTH - PRICE INDEX;Yield
14.03.08;1407,992;1092,391;3,98;10,7;5631,7;2,98;11,02;304,151;2212,49;1288,14;6451,9;254,71;2,73;15,74;22237,11;664,86;618,76;
17.03.08;1378,557;1044,489;4,14;10,29;5414,42;2,98;11,02;290,26;2177,01;1276,6;6182,3;251,48;2,96;14,88;21084,61;660,72;611,62;
18.03.08;1424,576;1065,023;4;10,73;5605,77;2,98;11,02;300,567;2268,26;1330,74;6393,39;262,93;2,92;15,02;21384,61;691,92;634,78;
19.03.08;1400,352;1065,793;4,05;10,6;5545,63;2,98;11,02;297,476;2209,96;1298,42;6361,22;256,39;2,85;15,36;21866,94;677,97;616,87;
20.03.08;1404,408;1045,793;4,09;10,52;5495,24;2,98;11,02;296,826;2258,11;1329,51;6319,99;263,37;3,06;14,19;21108,22;699,57;626,96;
21.03.08;1406,98;1051,864;4,09;10,52;5495,24;2,98;11,02;296,826;2258,11;1329,51;6319,99;263,37;3,06;14,19;21108,22;699,57;626,96;
24.03.08;1417,088;1072,589;4,09;10,52;5495,24;2,98;11,02;296,826;2326,75;1349,88;6319,99;269,72;3,06;14,19;21108,22;708,18;638,42;
25.03.08;1448,566;1104,346;3,95;10,86;5689,07;2,98;11,02;306,63;2341,05;1352,99;6524,71;271,04;2,88;15,03;22464,52;708,94;640,64;
26.03.08;1446,744;1107,445;3,94;10,83;5660,39;2,98;11,02;304,629;2324,36;1341,13;6489,26;269,06;3,07;14,61;22617,01;697,84;639,31;
27.03.08;1443,66;1106,507;3,89;10,94;5717,47;2,98;11,02;308,384;2280,83;1325,76;6578,06;263,66;3,06;14,48;22664,22;690,32;631,57;
28.03.08;1435,62;1112,607;3,91;10,9;5692,88;2,98;11,02;306,689;2261,18;1315,22;6559,9;260,46;3,01;14,3;23285,95;683,73;627,51;
31.03.08;1437,403;1104,43;3,9;10,92;5702,11;3,19;10,64;305,957;2279,1;1322,7;6534,97;262,82;3,07;14,03;22849,2;687,77;630,95;
01.04.08;1467,764;1113,615;3,8;11,2;5852,58;3,19;10,64;316,073;2362,75;1370,18;6720,33;272,46;3,02;14,22;23137,46;716,3;650,27;
02.04.08;1481,232;1137,528;3,76;11,39;5915,94;3,19;10,64;319,656;2361,4;1367,53;6777,44;273,63;2,93;14,67;23872,43;713,8;649,98;
03.04.08;1485,484;1142,739;3,78;11,34;5891,32;3,19;10,64;317,971;2363,3;1369,31;6741,72;273,68;2,88;14,91;24264,63;715,74;649,95;
04.04.08;1492,568;1145,054;3,74;11,44;5947,11;3,19;10,64;319,147;2370,98;1370,4;6763,39;272,75;2,88;14,91;24264,63;712,89;653,43;
07.04.08;1498,54;1160,467;3,7;11,58;6014,76;3,19;10,64;322,009;2364,83;1372,54;6821,03;272,33;2,85;15,04;24578,76;715,07;653,52;
08.04.08;1486,768;1153,401;3,71;11,53;5990,21;3,19;10,64;318,745;2348,76;1365,54;6771,98;271,69;2,89;14,85;24311,69;708,86;652,41;
09.04.08;1476,893;1150,206;3,72;11,52;5983,87;3,19;10,64;316,526;2322,12;1354,49;6721,36;265,63;2,92;14,65;23984,57;701,18;648,82;
10.04.08;1479,618;1158,621;3,73;11,49;5965,09;3,19;10,64;315,241;2351,7;1360,55;6704,32;268,31;2,9;14,78;24187,1;702,34;653,44;
11.04.08;1461,416;1160,197;3,77;11,35;5895,46;3,19;10,64;310,736;2290,24;1332,83;6603,57;261,28;2,84;15,07;24667,79;686,35;641,58;
14.04.08;1451,212;1145,108;3,81;11,22;5831,61;3,19;10,64;308,257;2275,82;1328,32;6554,49;259,84;3,05;14,34;23811,2;680,61;642,37;
15.04.08;1456,9;1150,669;3,77;11,36;5906,86;3,19;10,64;309,576;2286,04;1334,43;6585,05;262,7;3,04;14,39;23901,33;684,1;645,02;
16.04.08;1491,391;1164,833;3,68;11,63;6046,23;3,19;10,64;314,946;2350,11;1364,71;6702,84;271,25;3,04;14,37;23878,35;700,21;659,14;
17.04.08;1488,124;1174,098;3,74;11,46;5980,35;3,19;10,64;313,171;2341,83;1365,56;6681,81;269,24;2,99;14,59;24258,96;701,79;658,56;
18.04.08;1504,557;1175,69;3,69;11,61;6056,55;3,19;10,64;320,691;2402,97;1390,33;6843,08;273,32;3;14,56;24197,78;712,23;672,5;
21.04.08;1512,643;1186,836;3,69;11,6;6052,97;3,19;10,64;316,956;2408,04;1388,17;6786,55;270,77;2,94;14,87;24721,67;707,6;674,51;
22.04.08;1503,292;1189,579;3,7;11,57;6034,73;3,19;10,64;315,5;2376,94;1375,94;6728,3;265,98;2,91;15;24939,15;701,34;668,59;
23.04.08;1504,508;1191,94;3,68;11,7;6083,61;3,19;10,64;317,413;2405,21;1379,93;6795,03;266,32;2,87;15,21;25289,24;702,22;671,53;
24.04.08;1500,737;1186,984;3,7;11,64;6050,69;3,19;10,64;317,649;2428,92;1388,82;6821,32;270,52;2,83;15,45;25680,78;712,73;670,66;
25.04.08;1514,52;1188,842;3,67;11,72;6091,37;3,19;10,64;321,699;2422,93;1397,84;6896,58;272,09;2,85;15,35;25516,78;719,48;673,18;
28.04.08;1518,063;1194,214;3,69;11,7;6090,36;3,19;10,64;323,62;2424,4;1396,37;6925,33;273,82;2,83;15,44;25666,29;718,46;672,69;
29.04.08;1510,017;1180,004;3,71;11,49;6089,36;3,19;10,64;320,669;2426,1;1390,94;6885,34;271,29;2,8;15,59;25914,15;715,91;669,87;
30.04.08;1508,988;1191,365;3,71;11,51;6087,3;3,05;11,93;323,089;2412,8;1385,59;6948,82;269,68;2,82;15,5;25755,35;712,25;668,07;
01.05.08;1515,929;1192,663;3,71;11,51;6087,25;3,05;11,93;323,59;2480,71;1409,34;6948,82;275,75;2,82;15,5;25755,35;729,14;675,47;
02.05.08;1530,194;1207,294;3,64;11,75;6215,53;3,05;11,93;329,205;2476,99;1413,9;7043,23;274,65;2,77;15,79;26241,02;731,74;677,44;
05.05.08;1529,74;1209,635;3,64;11,75;6215,53;3,05;11,93;328,276;2464,12;1407,49;7052,08;273,39;2,77;15,75;26183,95;726,35;676,17;
06.05.08;1537,269;1215,259;3,64;11,75;6215,25;3,05;11,93;326,695;2483,31;1418,26;7017,1;274,24;2,77;15,8;26262,13;730,51;682,55;
07.05.08;1523,274;1205,861;3,61;11,89;6260,95;3,05;11,93;329,353;2438,49;1392,57;7076,25;269,59;2,84;15,41;25610,21;715,54;671,71;
08.05.08;1527,521;1196,274;3,61;11,89;6270,81;3,05;11,93;329,28;2451,24;1397,68;7071,9;269,91;2,85;15,31;25449,79;716;676,05;
09.05.08;1513,69;1188,446;3,66;11,74;6204,69;3,05;11,93;324,855;2445,52;1388,28;7003,17;270;2,9;15,08;25063,17;711,09;671,59;
12.05.08;1526,614;1193,941;3,65;11,77;6220,65;3,05;11,93;325,954;2488,49;1403,58;7035,95;275,08;2,9;15,08;25063,17;720,43;677,68;
13.05.08;1526,118;1205,422;3,65;11,76;6211,85;3,05;11,93;325,573;2495,12;1403,04;7060,19;276,86;2,84;15,37;25552,77;717,77;679,49;
14.05.08;1530,807;1207,414;3,66;11,94;6215,99;3,05;11,93;327,196;2496,7;1408,66;7083,24;276,95;2,84;15,36;25533,48;723,24;679,96;
15.05.08;1545,571;1221,23;3,71;12,1;6251,82;3,05;11,93;328,405;2533,73;1423,57;7081,05;279,75;2,85;15,35;25513,71;729,95;687,97;
16.05.08;1555,614;1240,14;3,68;12,2;6304,25;3,05;11,93;329,894;2528,85;1425,35;7156,55;278,84;2,83;15,41;25618,86;727,94;691,37;
19.05.08;1560,677;1249,555;3,64;12,34;6376,49;3,05;11,93;332,868;2516,09;1426,63;7225,94;278,31;2,82;15,49;25742,23;728,83;691,79;
20.05.08;1547,877;1233,499;3,76;12,06;6191,61;3,05;11,93;325,969;2492,26;1413,4;7118,5;276,57;2,89;15,14;25169,46;718,98;688,05;
21.05.08;1532,58;1232,94;3,73;12,11;6198,08;3,05;11,93;323,158;2448,27;1390,71;7040,83;274,03;2,85;15,32;25460,29;707,17;677,24;
22.05.08;1534,082;1221,781;3,75;12,08;6181,56;3,05;11,93;324,409;2464,58;1394,35;7070,33;275,86;2,9;15,07;25043,12;710,26;677,95;
23.05.08;1517,409;1207,79;3,81;11,89;6087,28;3,05;11,93;319,021;2444,67;1375,93;6944,05;272,36;2,94;14,87;24714,07;699,09;670,54;
26.05.08;1511,709;1193,213;3,81;11,89;6087,28;3,05;11,93;318,267;2444,67;1375,93;6953,84;272,36;3,01;14,52;24127,31;699,09;670,54;
27.05.08;1512,95;1191,821;3,85;11,95;6058,53;3,05;11,93;317,192;2481,24;1385,35;6958,66;276,23;2,99;14,61;24282,04;704,12;674,91;
28.05.08;1515,145;1195,298;3,84;11,98;6069,59;3,05;11,93;320,15;2486,7;1390,84;7033,84;277,2;2,99;14,59;24249,51;705,68;678,65;
29.05.08;1520,35;1201,692;3,85;11,98;6068,13;3,05;11,93;320,909;2508,32;1398,26;7055,03;279,64;2,98;14,67;24383,99;711,87;680,18;
30.05.08;1525,726;1209,87;3,86;11,95;6053,5;3,09;12,49;322,121;2522,66;1400,38;7096,79;280,57;2,96;14,76;24533,12;711,11;682,8;
02.06.08;1515,992;1207,587;3,89;11,86;6007,61;3,09;12,49;318,438;2491,53;1385,67;7008,77;277,83;2,92;14,94;24831,36;702,51;676,61;
03.06.08;1509,226;1190,478;3,86;11,96;6057,7;3,09;12,49;321,048;2480,48;1377,65;7019,13;277,16;2,98;14,67;24375,76;698,5;672,65;
04.06.08;1504,556;1173,301;3,92;11,79;5970,14;3,09;12,49;317,067;2503,14;1377,2;6965,43;279,04;3,01;14,51;24123,25;697,13;673,41;
05.06.08;1518,644;1184,286;3,92;11,84;5995,34;3,09;12,49;316,609;2549,94;1404,05;6941,83;285,49;2,99;14,59;24255,29;708,57;688,41;
06.06.08;1496,478;1182,678;3,98;11,67;5906,84;3,09;12,49;310,288;2474,56;1360,68;6803,81;276,28;2,98;14,68;24402,18;684,1;669,38;
09.06.08;1489,014;1167,385;4;11,61;5877,56;3,09;12,49;308,708;2459,46;1361,76;6815,63;273,51;2,98;14,68;24402,18;680,97;673,09;
10.06.08;1469,133;1137,927;4,03;11,51;5827,32;3,09;12,49;306,609;2448,94;1358,44;6771,1;273,56;3,05;14,19;23375,52;680,85;670,12;
11.06.08;1453,186;1131,275;4,1;11,31;5723,33;3,09;12,49;301,366;2394,01;1335,49;6650,26;267,41;3,05;14,16;23327,6;666,02;661,67;
12.06.08;1447,358;1123,042;4,06;11,44;5790,51;3,09;12,49;304,095;2404,35;1339,87;6714,52;268,48;3,09;13,98;23023,86;669,62;662,63;
13.06.08;1459,955;1119,87;4,05;11,46;5802,78;3,09;12,49;305,702;2454,5;1360,03;6765,32;273,28;3,15;13,72;22592,3;679,3;672,93;
16.06.08;1467,599;1132,82;4,05;11,44;5794,56;3,09;12,49;304,897;2474,78;1360,14;6729,88;276,64;3,09;13,98;23029,69;679,28;673,06;
17.06.08;1468,737;1143,716;4,01;11,57;5861,92;3,09;12,49;306,337;2457,73;1350,93;6796,16;273,75;3,09;14;23057,99;671,19;671,52;
18.06.08;1456,846;1138,633;4,08;11,36;5756,85;3,09;12,49;301,739;2429,71;1337,81;6728,91;271,81;3,05;14,16;23325,8;663,42;666,08;
19.06.08;1450,146;1126,599;4,12;11,27;5708,36;3,09;12,49;300,244;2462,06;1342,83;6721,17;274,65;3,12;13,84;22797,61;666,93;667,7;
20.06.08;1430,438;1110,323;4,18;11,09;5620,77;3,09;12,49;295,08;2406,09;1317,93;6578,44;270,71;3,13;13,81;22745,6;653,62;656,13;
23.06.08;1424,483;1099,543;4,1;11,22;5667,23;3,09;12,49;294,809;2385,74;1318;6589,46;266,87;3,14;13,79;22714,96;649,29;659,97;
24.06.08;1421,084;1091,558;4,13;11,16;5634,74;3,09;12,49;292,539;2368,28;1314,29;6536,06;263,42;3,17;13,63;22456,02;650,87;655,15;
25.06.08;1428,385;1106,209;4,1;11,22;5666,12;3,09;12,49;296,1;2401,26;1321,97;6617,84;266,52;3,15;13,74;22635,16;655,2;658,52;
26.06.08;1403,359;1099,712;4,21;10,93;5518,23;3,09;12,49;288,478;2321,37;1283,15;6459,6;259,78;3,17;13,64;22455,67;633,04;641,72;
27.06.08;1397,593;1084,793;4,25;10,99;5529,95;3,09;12,49;287,339;2315,63;1278,38;6421,91;257,99;3,23;13,39;22042,35;628,92;640,86;
30.06.08;1402,129;1087,119;4,17;11,18;5625,9;3,41;11,46;289,39;2292,98;1280;6418,32;255,14;3,22;13,43;22102,01;629,53;641,84;
01.07.08;1392,581;1068,746;4,28;10,89;5479,93;3,41;11,46;283,001;2304,97;1284,91;6315,94;256,06;3,22;13,43;22102,01;631,36;644,81;
02.07.08;1375,408;1057,154;4,33;10,78;5426,32;3,41;11,46;280,693;2251,46;1261,52;6305,42;248,77;3,28;13,19;21704,45;620,91;632,16;
03.07.08;1372,836;1033,483;4,29;10,88;5476,57;3,41;11,46;283,083;2245,38;1262,9;6353,74;246,66;3,35;12,9;21242,78;621,36;633,05;
04.07.08;1367,041;1030,318;4,34;10,75;5412,75;3,41;11,46;279,526;2245,38;1262,9;6272,21;246,66;3,32;13,01;21423,82;621,36;633,05;
07.07.08;1364,976;1038,289;4,26;10,95;5512,71;3,41;11,46;283,171;2243,32;1252,31;6395,75;243,89;3,25;13,31;21913,06;614,4;629,27;
08.07.08;1365,939;1022,606;4,32;10,81;5440,51;3,41;11,46;278,967;2294,44;1273,7;6304,41;252,88;3,35;12,89;21220,81;630,48;635,17;
09.07.08;1361,741;1036,971;4,25;10,98;5529,6;3,41;11,46;283,896;2234,89;1244,69;6386,46;245,06;3,26;13,25;21805,81;614,67;621,95;
10.07.08;1359,913;1036,527;4,34;10,74;5406,76;3,41;11,46;277,952;2257,85;1253,39;6305;247,47;3,26;13,26;21821,78;617,12;627,91;
11.07.08;1345,472;1042,998;4,46;10,45;5261,6;3,41;11,46;270,365;2239,08;1239,49;6153,3;248,43;3,21;13,48;22184,55;608,92;622,12;
14.07.08;1341,64;1043,04;4,43;10,53;5300,37;3,41;11,46;272,468;2212,87;1228,3;6200,25;243,7;3,23;13,37;22014,46;598,83;620,5;
15.07.08;1323,966;1016,169;4,54;10,27;5171,91;3,41;11,46;266,512;2215,71;1214,91;6081,7;242,39;3,36;12,86;21174,77;591,54;614,4;
16.07.08;1337,532;1015,896;4,56;10,23;5150,62;3,41;11,46;268,5;2284,85;1245,36;6155,37;252,28;3,35;12,89;21223,5;615,36;621,98;
17.07.08;1359,962;1031,395;4,44;10,5;5286,27;3,41;11,46;276,266;2312,3;1260,32;6271,27;257,32;3,28;13,2;21734,72;628,14;624,76;
18.07.08;1362,52;1022,159;4,37;10,68;5376,37;3,41;11,46;280,691;2282,78;1260,68;6382,65;256,16;3,25;13,29;21874,19;630,5;623,06;
21.07.08;1369,164;1041,496;4,34;10,74;5404,34;3,41;11,46;282,362;2279,53;1260;6424,84;257,54;3,16;13,69;22532,9;627,74;624,81;
22.07.08;1377,58;1035,642;4,37;10,6;5364,15;3,41;11,46;280,898;2303,96;1277;6442,79;264,97;3,16;13,68;22527,48;642,93;627,43;
23.07.08;1385,423;1049,92;4,31;10,77;5449,89;3,41;11,46;286,772;2325,88;1282,19;6536,09;267,36;3,08;14,05;23134,55;649,38;626,68;
24.07.08;1364,277;1042,771;4,38;10,58;5362,26;3,41;11,46;282,213;2280,11;1252,54;6440,7;259,25;3,08;14,03;23087,72;629,18;616,66;
25.07.08;1360,69;1024,52;4,39;10,56;5352,56;3,41;11,46;281,756;2310,53;1257,76;6436,71;262,22;3,13;13,81;22740,71;628,6;621,99;
28.07.08;1345,797;1024,403;4,46;10,51;5312,6;3,41;11,46;278,73;2264,22;1234,37;6351,15;257,32;3,14;13,78;22687,21;613,81;613,1;
29.07.08;1353,234;1015,794;4,47;10,41;5319,23;3,41;11,46;279,641;2319,62;1263,2;6398,8;264,94;3,2;13,52;22258;633,84;622,5;
30.07.08;1374,933;1038,961;4,39;10,76;5420,7;3,41;11,46;284,004;2329,72;1284,26;6460,12;265,23;3,14;13,78;22690,6;644,02;633,22;
31.07.08;1366,699;1041,856;4,35;10,65;5411,9;3,43;10,97;283,761;2325,55;1267,38;6479,56;263,21;3,13;13,81;22731,1;636,61;623,99;
01.08.08;1351,912;1029,808;4,4;10,54;5354,67;3,43;10,97;280,242;2310,96;1260,31;6396,46;263,78;3,11;13,89;22862,6;634,23;619,5;
04.08.08;1338,705;1008,338;4,44;10,58;5320,22;3,43;10,97;277,591;2285,56;1249,01;6349,81;260,5;3,16;13,68;22514,92;630,67;612,11;
05.08.08;1360,736;999,499;4,33;10,86;5454,47;3,43;10,97;285,009;2349,83;1284,88;6518,7;268,72;3,24;13,33;21949,75;650,94;627,83;
06.08.08;1369,232;1012,18;4,31;10,92;5486,13;3,43;10,97;287,663;2378,37;1289,19;6561,39;269,2;3,24;13,33;21949,75;648,88;633,59;
07.08.08;1352,235;1008,138;4,31;11,06;5477,49;3,43;10,97;286,892;2355,73;1266,07;6543,49;264,91;3,22;13,43;22104,2;633,92;625,09;
08.08.08;1357,828;990,024;4,19;11,49;5489,16;3,43;10,97;289,284;2414,1;1296,32;6561,65;273,79;3,25;13,29;21885,21;652,54;637,04;
11.08.08;1369,685;990,595;4,15;11,6;5541,78;3,43;10,97;293,06;2439,95;1305,32;6609,63;280,61;3,26;13,28;21859,34;659,6;639,28;
12.08.08;1357,046;982,515;4,16;11,59;5534,46;3,43;10,97;291,84;2430,61;1289,59;6585,87;277,92;3,29;13,15;21640,89;646,31;636,17;
13.08.08;1341,668;973,879;4,21;11,42;5448,63;3,43;10,97;284,444;2428,62;1285,83;6422,19;278,21;3,34;12,94;21293,32;639,85;638,26;
14.08.08;1347,218;983,944;4,18;11,61;5497,45;3,43;10,97;285,913;2453,67;1292,93;6442,21;280,48;3,33;12,89;21392,71;645,65;639,84;
15.08.08;1342,965;971,894;4,21;11,52;5454,77;3,43;10,97;287,248;2452,52;1298,2;6446,02;281,22;3,37;12,75;21160,58;650,84;640,23;
18.08.08;1335,283;960,072;4,23;11,41;5450,19;3,43;10,97;286,955;2416,98;1278,6;6432,88;276,79;3,41;12,61;20930,67;639,26;632,08;
19.08.08;1314,415;942,877;4,33;11,14;5320,36;3,43;10,97;279,709;2384,36;1266,69;6282,43;271,93;3,48;12,34;20484,37;629,03;629,89;
20.08.08;1322,53;961,474;4,29;11,25;5371,77;3,43;10,97;280,757;2389,08;1274,54;6317,8;271,91;3,41;12,61;20931,26;632,63;634,05;
21.08.08;1327,634;957,144;4,29;11,24;5370,19;3,43;10,97;278,438;2380,38;1277,72;6236,96;269,19;3,5;12,28;20392,06;632,76;636,88;
22.08.08;1337,532;956,219;4,19;11,52;5505,56;3,43;10,97;283,823;2414,71;1292,2;6342,42;274,77;3,5;12,28;20392,06;642,99;641,45;
25.08.08;1324,168;950,247;4,19;11,52;5505,56;3,43;10,97;282,147;2365,59;1266,84;6296,95;268,49;3,38;12,71;21104,79;629,19;629,88;
26.08.08;1321,829;938,5;4,22;11,36;5470,65;3,43;10,97;282,739;2361,97;1271,51;6340,52;269,64;3,39;12,68;21056,66;631,38;632,32;
27.08.08;1330,448;953,742;4,18;11,47;5528,15;3,43;10,97;283,248;2382,46;1281,66;6321,03;272,51;3,32;12,93;21464,72;636,66;637,16;
28.08.08;1347,308;956,959;4,13;11,61;5601,15;3,43;10,97;287,209;2411,64;1300,68;6420,54;277,74;3,42;12,6;20972,29;650,75;642,62;
29.08.08;1344,862;956,253;4,1;11,68;5636,61;3,42;11,12;288,177;2367,52;1282,83;6422,3;275;3,37;12,77;21261,89;643,37;632,47;
01.09.08;1335,593;934,631;4,13;11,61;5602,82;3,42;11,12;287,179;2367,52;1282,83;6421,8;275;3,43;12,56;20906,31;643,37;632,47;
02.09.08;1328,555;928,599;4,11;11,65;5620,7;3,42;11,12;290,079;2349,24;1277,58;6518,47;275,32;3,41;12,64;21042,46;645,88;625,47;
03.09.08;1318,194;911,958;4,2;11,4;5499,68;3,42;11,12;285,583;2333,73;1274,98;6467,49;277,08;3,49;12,37;20585,06;645,93;623,03;
04.09.08;1282,034;893,271;4,31;11,11;5362,06;3,42;11,12;278,182;2259,04;1236,83;6279,57;268,46;3,52;12,25;20389,48;625;605,76;
05.09.08;1269,131;873,68;4,41;10,86;5240,68;3,42;11,12;272,239;2255,88;1242,31;6127,44;269,14;3,6;11,97;19933,28;630,77;605,87;
08.09.08;1297,56;902,505;4,25;11,29;5446,28;3,42;11,12;281,295;2269,76;1267,79;6263,74;275,82;3,41;12,59;20794,27;650,18;612,74;
09.09.08;1264,909;868,583;4,27;11,22;5415,61;3,42;11,12;279,596;2209,81;1224,51;6233,41;267,12;3,46;12,4;20491,11;626,49;593,09;
10.09.08;1264,269;858,938;4,31;11,12;5366,22;3,42;11,12;277,351;2228,7;1232,04;6210,32;271,06;3,55;12,1;19999,78;626,79;599,8;
11.09.08;1263,08;839,812;4,35;11,02;5318,36;3,42;11,12;275,664;2258,22;1249,05;6178,9;272,75;3,66;11,74;19388,72;635,11;608,36;
12.09.08;1283,13;855,472;4,27;11,23;5416,73;3,42;11,12;280,412;2261,27;1251,7;6234,89;273,93;3,67;11,6;19352,9;634,27;611,53;
15.09.08;1236,883;825,348;4,44;10,79;5204,18;3,42;11,12;270,681;2179,91;1192,7;6064,16;262,94;3,67;11,6;19352,9;599,38;586,99;
16.09.08;1228,062;784,608;4,6;10,42;5025,59;3,42;11,12;263,537;2207,9;1213,59;5965,17;271,74;3,88;10,97;18300,61;612,71;594,84;
17.09.08;1191,371;768,919;4,71;10,18;4912,36;3,42;11,12;258,042;2098,85;1156,39;5860,98;259,34;4,03;10,57;17637,19;578,66;571,23;
18.09.08;1216,769;767,838;4,74;10,11;4879,99;3,42;11,12;256,766;2199,1;1206,51;5863,42;277,22;4,03;10,56;17632,46;611,21;589,6;
19.09.08;1286,437;845,563;4,35;11;5311,33;3,42;11,12;278,18;2273,9;1255,07;6189,53;287,1;3,68;11,5;19327,73;643,55;606,69;
22.09.08;1264,891;854,475;4,38;10,9;5236,26;3,42;11,12;272,353;2178,98;1207,09;6107,75;272,95;3,62;11,68;19632,2;612,55;588,98;
23.09.08;1249,658;830,322;4,46;10,69;5136,12;3,42;11,12;267,311;2153,33;1188,22;6068,53;269,8;3,77;11,23;18872,85;602,04;580,58;
24.09.08;1244,026;831,305;4,5;10,61;5095,57;3,42;11,12;265,661;2155,68;1185,87;6052,87;265,43;3,75;11,28;18961,99;598,83;581,17;
25.09.08;1261,194;838,289;4,41;10,82;5197,02;3,42;11,12;271,012;2186,57;1209,18;6173,03;268,34;3,75;11,26;18934,43;612,41;591,03;
26.09.08;1250,368;823,669;4,51;10,59;5088,47;3,42;11,12;265,922;2183,34;1213,01;6063,5;268,86;3,8;11,11;18682,09;617,14;590,52;
29.09.08;1163,53;775,057;4,76;10,03;4818,77;3,42;11,12;251,426;1983,73;1106,39;5807,08;252,64;3,98;10,64;17880,68;559,11;541,87;
30.09.08;1182,443;786,924;4,68;10,21;4902,45;3,76;10,5;256,048;2091,88;1166,36;5831,02;259,91;3,95;10,72;18016,21;593,48;567,75;
01.10.08;1184,288;786,174;4,63;10,33;4959,59;3,76;10,5;257,754;2069,4;1161,06;5806,33;259,5;3,95;10,72;18016,21;595,46;561,16;
02.10.08;1141,415;759,498;4,71;10,15;4870,34;3,76;10,5;254,244;1976,72;1114,28;5660,63;246,63;3,9;10,83;18211,11;571,35;538,65;
03.10.08;1138,674;741,726;4,61;10,38;4980,25;3,76;10,5;261,428;1947,39;1099,23;5797,03;239,8;4,02;10,52;17682,4;561,34;533,35;
06.10.08;1072,994;671,179;5;9,56;4589,19;3,76;10,5;241,504;1862,96;1056,89;5387,01;231,66;4,23;10;16803,76;539,34;513,12;
07.10.08;1039,719;659,089;4,98;9,6;4605,22;3,76;10,5;240,721;1754,88;996,23;5326,63;217,98;4,23;10;16803,76;502,95;488,37;
08.10.08;1003,687;605,841;5,25;9,1;4366,69;3,76;10,5;226,31;1740,33;984,94;5013,62;212,86;4,59;9,21;15431,73;493,5;486,08;
09.10.08;958,045;618,902;5,32;8,99;4313,8;3,76;10,5;221,781;1645,12;909,92;4887;193,87;4,44;9,52;15943,24;453,19;451,41;
10.10.08;910,331;591,901;5,83;8,19;3932,06;3,76;10,5;205,125;1649,51;899,22;4544,31;203,1;4,79;8,84;14796,87;456,19;438,89;
13.10.08;997,024;635,663;5,39;8,87;4256,9;3,76;10,5;225,366;1844,25;1003,35;5062,45;220,37;4,34;9,74;16312,16;502,69;495,19;
14.10.08;1022,589;673,749;5,22;9,16;4394,21;3,76;10,5;232,217;1779,01;998,01;5199,19;215,23;4,21;10,05;16832,88;508,13;485,53;
15.10.08;950,362;623,297;5,62;8,5;4079,59;3,76;10,5;217,165;1628,33;907,84;4861,63;195,65;4,43;9,47;15998,3;465,04;439,22;
16.10.08;937,095;576,501;5,94;8,05;3861,39;3,76;10,5;206,397;1717,71;946,43;4622,81;207,42;4,65;9,01;15230,52;480,8;461,35;
17.10.08;950,774;567,92;5,65;8,47;4063,01;3,76;10,5;214,267;1711,29;940,55;4781,33;203,76;4,87;8,61;14554,21;476,62;459,52;
20.10.08;989,59;590,592;5,36;8,93;4282,67;3,76;10,5;222,008;1770,03;985,4;4835,01;211,18;4,63;9,07;15323,01;497,34;483,17;
21.10.08;972,119;580,2;5,42;8,82;4229,73;3,76;10,5;220,904;1696,68;955,05;4784,41;204,62;4,71;8,9;15041,17;484,55;466,11;
22.10.08;909,839;534,668;5,68;8,45;4040,89;3,76;10,5;209,57;1615,75;896,78;4571,07;193,4;4,97;8,44;14266,6;455,35;437,35;
23.10.08;910,683;514,291;5,62;8,54;4087,83;3,76;10,5;208,72;1603,91;908,11;4519,7;188,44;5,15;8,14;13760,49;459,73;444,07;
24.10.08;871,637;473,393;5,91;8,12;3883,36;3,76;10,5;198,817;1552,03;876,77;4295,67;180,92;5,62;7,47;12618,38;442,72;429,73;
27.10.08;834,035;454,34;5,96;8,05;3852,59;3,76;10,5;195,042;1505,9;848,92;4334,64;172,94;6,43;6,52;11015,84;430,5;414,48;
28.10.08;892,187;484,927;5,85;7,98;3926,38;3,76;10,5;199,438;1649,47;940,5;4823,45;187,25;5,63;7,45;12596,29;478,47;457,88;
29.10.08;924,289;507,547;5,4;8,66;4242,54;3,76;10,5;213,719;1657,21;930,09;4808,69;190,44;5,58;7,52;12702,07;468,64;456,74;
30.10.08;952,147;561,335;5,41;8,61;4291,65;3,76;10,5;216,238;1698,52;954,09;4869,3;198,95;4,95;8,48;14329,85;480,37;468,83;
31.10.08;957,245;570,521;5,31;8,79;4377,34;4,68;8,77;222,07;1720,95;968,75;4987,97;208,57;5,07;8,27;13968,67;490,64;473,54;
03.11.08;961,493;584,36;5,23;8,92;4443,28;4,68;8,77;223,376;1726,33;966,3;5026,84;208,67;4,94;8,49;14344,37;491,04;470,92;
04.11.08;1007,645;603,142;5,01;9,29;4639,5;4,68;8,77;233,499;1780,12;1005,75;5278,04;210,46;4,93;8,51;14384,34;512,14;489,23;
